DTM	RACMO_EH5_P
2029-04-15	64.363894902741
2029-05-15	65.3441018787082
2029-06-15	167.832117713939
2029-07-15	70.0136092550921
2029-08-15	160.300031543736
2029-09-15	19.1577761039735
2029-10-15	18.4940356066641
2029-11-15	29.5581180728077
2029-12-15	70.677890622165
2030-01-15	29.8716368432259
2030-02-15	9.88214292163976
2030-03-15	2.92510064678281
2030-04-15	31.6985389741689
2030-05-15	57.0572547469845
2030-06-15	54.758031212929
2030-07-15	11.8558095897762
2030-08-15	50.7745071861131
2030-09-15	31.4533714659723
2030-10-15	12.3950476044715
2030-11-15	21.3070333651662
2030-12-15	22.9248262873556
2031-01-15	39.5788078399297
2031-02-15	21.4008601181394
2031-03-15	13.1216983501127
2031-04-15	8.14523134569697
2031-05-15	135.253011192274
2031-06-15	60.5728186539197
2031-07-15	69.4105099163499
2031-08-15	43.4931347326017
2031-09-15	72.5706874116897
2031-10-15	8.43148991922323
2031-11-15	26.3735505346085
2031-12-15	30.1629151754205
2032-01-15	24.7703942955083
2032-02-15	16.6475796070017
2032-03-15	31.477022581583
2032-04-15	44.057824270031
2032-05-15	26.7604526269515
2032-06-15	105.600777818939
2032-07-15	34.0420761542099
2032-08-15	61.6070834803394
2032-09-15	19.6943001430154
2032-10-15	29.9490502186067
2032-11-15	26.5868808555154
2032-12-15	15.8573522209296
2033-01-15	6.03791376274975
2033-02-15	26.6080446350093
2033-03-15	5.08445141340421
2033-04-15	43.5456092448918
2033-05-15	50.006823183689
2033-06-15	30.5691466580484
2033-07-15	55.2328103850494
2033-08-15	109.037397056557
2033-09-15	62.9032582904397
2033-10-15	55.3151541501999
2033-11-15	39.3413593836494
2033-12-15	51.0169161913292
2034-01-15	32.7243039093682
2034-02-15	15.0964129046528
2034-03-15	11.4848123853533
2034-04-15	21.8707359276996
2034-05-15	177.635809621296
2034-06-15	60.7451125843355
2034-07-15	7.09342301280932
2034-08-15	26.2746678411675
2034-09-15	97.9286144923781
2034-10-15	69.2259299698541
2034-11-15	25.692680704884
2034-12-15	16.5454851737869
2035-01-15	18.5381113389876
2035-02-15	15.4617186344221
2035-03-15	31.359767692384
2035-04-15	16.2884783065995
2035-05-15	69.5362259898402
2035-06-15	74.5536161548288
2035-07-15	103.060346230669
2035-08-15	58.9727104573578
2035-09-15	71.8523433475759
2035-10-15	47.2948318827761
2035-11-15	9.87001425984126
2035-12-15	73.4141258347184
2036-01-15	30.0717067100096
2036-02-15	31.9273693784247
2036-03-15	8.3532169647507
2036-04-15	17.4384031867066
2036-05-15	49.6490504105465
2036-06-15	25.6065178598403
2036-07-15	28.2130992456137
2036-08-15	27.8846204789931
2036-09-15	18.7912630807386
2036-10-15	46.8837561927318
2036-11-15	15.774485317364
2036-12-15	73.4381073446108
2037-01-15	34.9787512652118
2037-02-15	46.7029585089315
2037-03-15	29.6304318817239
2037-04-15	16.0801195326927
2037-05-15	53.8564290786757
2037-06-15	73.2521476663221
2037-07-15	34.2948876241526
2037-08-15	46.2311182885521
2037-09-15	106.188482566004
2037-10-15	36.6457602539454
2037-11-15	8.68632166054696
2037-12-15	12.8521098149937
2038-01-15	9.72081619594423
2038-02-15	13.8707164315578
2038-03-15	1.74949564602852
2038-04-15	12.2555151084178
2038-05-15	88.5354302827933
2038-06-15	93.1143469814823
2038-07-15	89.5226719640053
2038-08-15	51.2234792365565
2038-09-15	62.2240308057418
2038-10-15	64.4237864629538
2038-11-15	19.8553846875758
2038-12-15	30.577564694354
2039-01-15	28.5536266309892
2039-02-15	26.4024126148032
2039-03-15	17.0491667080858
2039-04-15	42.7350922481934
2039-05-15	40.5911382417874
2039-06-15	68.4404958499896
2039-07-15	110.025871700315
2039-08-15	53.7362100711153
2039-09-15	64.9145786734218
2039-10-15	114.118480677102
2039-11-15	46.4812341912976
2039-12-15	11.5535613837142
2040-01-15	27.5529321124897
2040-02-15	19.450775975865
2040-03-15	7.07723486847643
2040-04-15	48.9830765841948
2040-05-15	77.581323181782
2040-06-15	113.367548737063
2040-07-15	96.8335856351937
2040-08-15	100.931223505923
2040-09-15	35.1993705604159
2040-10-15	15.9483341833453
2040-11-15	25.4869399123644
2040-12-15	42.9136394309961
2041-01-15	17.2353561495129
2041-02-15	13.6252322804459
2041-03-15	15.6781567379172
2041-04-15	47.25105861915
2041-05-15	18.7144850262835
2041-06-15	139.071482019986
2041-07-15	61.7064709755854
2041-08-15	113.489013674167
2041-09-15	58.7356231817116
2041-10-15	27.7864588017124
2041-11-15	9.36514015796604
2041-12-15	50.970422993193
2042-01-15	33.9634567660614
2042-02-15	36.4652415583716
2042-03-15	19.3992900247732
2042-04-15	25.1460082185818
2042-05-15	42.5447959613648
2042-06-15	35.7684273849865
2042-07-15	63.8569932460183
2042-08-15	35.9749620791078
2042-09-15	19.1126835237555
2042-10-15	83.3719456130774
2042-11-15	97.870321006894
2042-12-15	57.3901086872323
2043-01-15	38.9519232596093
2043-02-15	42.4177162231249
2043-03-15	37.9511332225095
2043-04-15	42.5588011653369
2043-05-15	126.462504924021
2043-06-15	110.435421441155
2043-07-15	59.010422704115
2043-08-15	51.6800608234533
2043-09-15	17.486222815838
2043-10-15	8.60968277175764
2043-11-15	30.7212158285138
2043-12-15	24.3687595028242
2044-01-15	27.1016299001856
2044-02-15	15.0363815006679
2044-03-15	8.02002675360264
2044-04-15	32.6746088488422
2044-05-15	56.4413533165172
2044-06-15	104.47097965145
2044-07-15	125.667933086692
2044-08-15	73.8820532024339
2044-09-15	41.2750846569197
2044-10-15	50.7857332894691
2044-11-15	67.6280115634481
2044-12-15	17.2030414620568
2045-01-15	20.9864404671401
